ft_case_id,transaction_id,account_num,loss_dt,reported_dt,fraud_type_cd,gross_fraud_amt,merchant_credit_amt,net_fraud_amt,chargeback_amt,chargeback_cnt,total_transaction_cnt,external_status_desc,case_narrative,loss_type_desc
case_0001254,txn_00041847,acct_0003569,2026-01-29,2026-02-10,LST,598.57,236.62,361.95,347.67,0,7,Confirmed Fraud - Refund Process Initiated,"Investigation launched after a $3,600 overseas purchase in Hong Kong flagged as counterfeit; card traced back to a data breach.",Recovered
case_0001255,txn_00041852,acct_0001238,2026-02-18,2026-03-10,LST,2125.64,227.99,1897.65,1544.63,1,4,Fraudulent Transaction - Account Closed,"Flagged $90 subscription service fee for an app in Sweden, traced to a compromised card reported during a recent phishing attack.",Net
case_0001256,txn_00041865,acct_0002595,2026-01-19,2026-01-31,FPF,127.74,39.34,88.4,25.25,3,3,Fraud Confirmed - No Chargeback Filed,"Reviewed a $900 charge for concert tickets in Japan, suspected to be friendly fraud as the cardholder denied the transaction.",Net
case_0001257,txn_00041880,acct_0002878,2026-01-20,2026-01-22,ATO,121.31,8.84,112.47,92.76,3,10,Fraud Suspected - Investigation Ongoing,"Flagged unauthorized $120 transaction for concert tickets on a site in the Netherlands, originating from a compromised account in the U.K.",Recovered
case_0001258,txn_00041882,acct_0001649,2026-02-13,2026-02-13,BUS,42.32,4.27,38.05,9.18,0,1,Fraudulent Transaction - Account Closed,"Found unauthorized $450 purchase of luxury handbags from a site in France, linked to a card involved in multiple overseas transactions.",Net
case_0001259,txn_00041901,acct_0004930,2026-02-10,2026-02-19,CNP,105.15,2.15,103,89.05,3,5,Fraud Suspected - Investigation Ongoing,SIM swap incident in Germany; unauthorized access to banking app resulted in a $900 transfer to an overseas account.,Recovered
case_0001260,txn_00041910,acct_0001086,2026-01-26,2026-02-12,CTF,999.39,293.98,705.41,653.21,3,8,Confirmed Fraud - Chargeback Filed,"Flagged $200 charge for software subscription in the Philippines, linked to a compromised account in a recent global breach.",Recovered
case_0001261,txn_00041914,acct_0002279,2026-02-24,2026-02-25,BUS,98.87,38.54,60.33,4.64,3,8,Fraud Confirmed - No Chargeback Filed,"Detected a $3,500 wire transfer to an overseas account, tied to a bust-out operation in South America.",Recovered
case_0001262,txn_00041916,acct_0003582,2026-01-20,2026-01-29,CTF,8.42,4.68,3.74,3.71,3,11,Fraudulent Transaction - Account Closed,"Found unauthorized $450 purchase of luxury handbags from a site in France, linked to a card involved in multiple overseas transactions.",Recovered
case_0001263,txn_00042067,acct_0001167,2026-02-19,2026-02-25,FPF,253.3,150.89,102.41,139.26,1,2,Confirmed Fraud - Chargeback Filed,"Investigator flagged a $3,300 online purchase from a counterfeit card; linked to a skimming operation in a neighboring state.",Recovered
case_0001264,txn_00042070,acct_0004413,2026-02-18,2026-03-03,CNP,661.02,276.18,384.84,586.76,0,5,Fraud Confirmed - No Chargeback Filed,"A cardholder in Illinois flagged a $450 charge at a restaurant in Thailand as fraudulent, linked to a card reported lost during their vacation.",Recovered
case_0001265,txn_00042183,acct_0000565,2026-03-06,2026-03-14,CTF,481.4,186.99,294.41,101.92,2,6,Potential Fraud - Customer Contacted,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Net
case_0001266,txn_00042196,acct_0002239,2026-01-07,2026-01-12,CTF,98.72,4.03,94.69,1.63,2,6,Fraud Investigation - Awaiting Customer Response,"Uncovered a $1,500 online jewelry purchase in Italy, linked to a scheme involving stolen identities and first-party fraud.",Gross
case_0001267,txn_00042217,acct_0003430,2026-01-23,2026-02-03,BUS,104.97,61.87,43.1,85.87,3,8,Fraudulent Activity - Account Suspended,"A customer in Texas reported a $500 charge at an online marketplace as fraudulent, related to a card lost during an overseas trip.",Gross
case_0001268,txn_00042218,acct_0003352,2026-03-14,2026-03-19,ATO,755.94,108.12,647.82,88.7,3,10,Fraud Confirmed - No Chargeback Filed,A suspicious $300 transaction at a restaurant in Paris was traced back to a stolen card reported by a customer living in California.,Gross
case_0001269,txn_00042268,acct_0001011,2026-03-08,2026-03-15,ATO,276.77,57.79,218.98,120.06,2,9,Potential Fraud - Customer Contacted,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Recovered
case_0001270,txn_00042332,acct_0002694,2026-03-13,2026-03-27,CTF,120.9,44.75,76.15,19.64,0,4,Fraud Confirmed - No Chargeback Filed,"Flagged fraudulent $75 subscription renewal on a streaming service in Australia, traced back to a card used in a recent data breach.",Net
case_0001271,txn_00042345,acct_0000709,2026-03-12,2026-03-24,FPF,909.73,286.85,622.88,629.85,0,9,Fraud Review Completed - No Action Needed,"A $1,500 transaction at a restaurant in San Francisco was flagged; linked to a skimming device found in an outdoor payment terminal.",Net
case_0001272,txn_00042415,acct_0004175,2026-03-14,2026-03-31,LST,914.13,128.7,785.43,705.65,0,11,Fraudulent Transaction - Account Closed,"A suspicious $1,800 transaction in Vancouver led to the discovery of a skimming device at a popular tourist ATM.",Gross
case_0001273,txn_00042520,acct_0004015,2026-03-11,2026-03-15,CNP,153.69,40.28,113.41,84.44,0,4,Confirmed Fraud - Chargeback Filed,"Fraudulent transaction in the Philippines; account takeover resulted in $1,100 worth of electronics purchased online.",Recovered
case_0001274,txn_00042572,acct_0003300,2026-01-02,2026-01-05,CNP,61.38,29.17,32.21,14.62,3,4,Fraud Confirmed - No Chargeback Filed,"Counterfeit card used for a $2,000 transaction in Toronto; linked to a recent phishing scam targeting local residents.",Net
case_0001275,txn_00042585,acct_0002650,2026-02-05,2026-02-09,FPF,256.82,75.16,181.66,50.91,3,11,Fraud Investigation - Awaiting Customer Response,"SIM swap case in Japan; fraudulent transactions worth $4,000 traced to an overseas IP address.",Recovered
case_0001276,txn_00042587,acct_0002817,2026-02-20,2026-03-08,BUS,76.37,21.24,55.13,51.95,0,8,Fraudulent Transaction - Account Closed,SIM swap incident in Germany; unauthorized access to banking app resulted in a $900 transfer to an overseas account.,Gross
case_0001277,txn_00042599,acct_0002880,2026-01-01,2026-01-02,LST,102.26,57.67,44.59,19.53,3,8,Suspicious Activity - Temporary Hold Placed,"A $1,700 transaction in Lisbon traced back to counterfeit cards; investigation revealed a local syndicate involved in skimming activities.",Gross
case_0001278,txn_00042648,acct_0000226,2026-02-19,2026-03-05,BUS,45.43,9.46,35.97,40.22,0,6,Fraudulent Transaction - Account Closed,"A customer in New Jersey reported a lost card, later finding unauthorized charges totaling $400 at an online retailer based in Canada.",Recovered
case_0001279,txn_00042663,acct_0001220,2026-03-10,2026-03-13,LST,61.16,23.64,37.52,44.61,3,9,Fraud Suspected - Investigation Ongoing,"A $1,100 transaction in Seattle was flagged as counterfeit; related to a skimming device discovered on a local ATM.",Recovered
case_0001280,txn_00042680,acct_0000008,2026-02-19,2026-02-23,BUS,24.33,6.38,17.95,8.59,1,10,Confirmed Fraud - Refund Process Initiated,"Analyzed a $2,800 luxury hotel booking in Las Vegas, suggesting possible friendly fraud due to conflicting cardholder statements.",Net
case_0001281,txn_00042691,acct_0002158,2026-03-30,2026-04-12,FPF,1060.44,339.15,721.29,539.19,2,3,Fraud Suspected - Investigation Ongoing,"A cardholder in Illinois flagged a $450 charge at a restaurant in Thailand as fraudulent, linked to a card reported lost during their vacation.",Recovered
case_0001282,txn_00042750,acct_0002142,2026-01-15,2026-02-04,CNP,37.61,1.05,36.56,2.43,3,2,Fraud Review Completed - No Action Needed,"Fraud alert in Singapore; unauthorized online purchases totaling $1,800 made after account takeover.",Recovered
case_0001283,txn_00042764,acct_0000582,2026-01-28,2026-02-04,BUS,97.36,43.4,53.96,56.87,0,5,Potential Fraud - Customer Contacted,"Fraudulent SIM swap reported in Thailand; $1,600 transferred to an unknown account within minutes.",Net
case_0001284,txn_00042789,acct_0004182,2026-02-18,2026-02-24,ATO,95.58,1.74,93.84,60.3,1,7,Fraud Confirmed - No Chargeback Filed,"Detected $1,800 worth of fraudulent travel bookings in Europe, linked to a first-party fraud case with multiple chargebacks.",Recovered
case_0001285,txn_00042790,acct_0003023,2026-03-25,2026-03-29,LST,54.86,1.53,53.33,30.5,1,4,Fraud Review Completed - No Action Needed,"Uncovered $60 unauthorized online transaction for gaming credits in Japan, associated with a cardholder's account breached in a phishing scam.",Recovered
case_0001286,txn_00042817,acct_0004985,2026-01-21,2026-02-10,CTF,63.2,12.01,51.19,36.25,0,5,Fraud Investigation - Awaiting Customer Response,"A $1,100 transaction in Melbourne confirmed as fraudulent; linked to a skimming device found at a popular shopping precinct.",Recovered
case_0001287,txn_00042823,acct_0001517,2026-03-20,2026-04-05,BUS,78.13,38.3,39.83,1.13,2,1,Fraud Suspected - Investigation Ongoing,Victim in Argentina reported a SIM swap; $900 in unauthorized transactions executed before account recovery.,Gross
case_0001288,txn_00042878,acct_0003735,2026-02-18,2026-02-23,LST,13.65,5.85,7.8,5.7,3,8,Potential Fraud - Customer Contacted,"Account takeover in Ohio; $2,500 in unauthorized purchases made using stolen credit card information.",Gross
case_0001289,txn_00042966,acct_0002319,2026-03-13,2026-03-14,BUS,273.81,14.36,259.45,35.3,1,9,Fraudulent Activity - Account Suspended,"A $2,400 skimming incident at a bank ATM in Washington D.C. led to multiple reports of unauthorized transactions from customers.",Net
case_0001290,txn_00042977,acct_0000809,2026-02-21,2026-03-13,CTF,74.22,6.1,68.12,24.05,3,5,Fraud Review Completed - No Action Needed,"Investigated a $1,200 purchase of home appliances in Germany, linked to a suspected first-party fraud case with multiple accounts.",Recovered
case_0001291,txn_00042992,acct_0000725,2026-01-06,2026-01-07,CTF,752.4,26.35,726.05,147.27,3,9,Fraud Investigation - Awaiting Customer Response,"The cardholder in Australia discovered a $600 charge at an overseas retailer, claiming their card was lost during a recent business trip.",Net
case_0001292,txn_00043005,acct_0004544,2026-01-21,2026-02-10,FPF,77.68,0.22,77.46,26.93,1,9,Fraudulent Transaction - Account Closed,"Account takeover in Colorado; $2,000 spent on airline tickets after hackers gained access through social media.",Gross
case_0001293,txn_00043068,acct_0002518,2026-01-05,2026-01-25,CTF,464.11,29.21,434.9,205.61,1,8,Fraud Alert - Transaction Declined,"Reviewed a $1,900 hotel stay in France, suspected to be part of a first-party fraud case with conflicting cardholder claims.",Gross
case_0001294,txn_00043089,acct_0001895,2026-02-20,2026-02-25,FPF,22.02,2.2,19.82,2.4,2,7,Fraud Case Resolved - Account Restored,Fraudulent SIM swap in Canada led to $850 transfer from a victim's bank account; investigation ongoing to trace the source.,Recovered
case_0001295,txn_00043091,acct_0004940,2026-01-31,2026-02-14,CTF,286.36,93.49,192.87,188.44,0,6,Fraudulent Activity - Account Suspended,"Identified a $2,200 purchase of tech gadgets in Singapore, connected to a bust-out operation using fake documentation.",Gross
case_0001296,txn_00043151,acct_0002226,2026-02-20,2026-03-08,ATO,207.03,33.29,173.74,119.62,1,8,Fraud Suspected - Investigation Ongoing,"Investigated $250 online transaction for health supplements from a retailer in India, linked to a card that was recently involved in a data breach.",Net
case_0001297,txn_00043155,acct_0003172,2026-03-16,2026-04-01,ATO,270.69,120.68,150.01,229.15,1,9,Confirmed Fraud - Chargeback Filed,"SIM swap incident in Sweden; $1,500 transferred to a fraudulent account after successful takeover.",Recovered
case_0001298,txn_00043186,acct_0003405,2026-02-13,2026-02-21,LST,105.41,31.33,74.08,67.05,3,7,Fraudulent Activity - Account Suspended,An unauthorized charge of $250 at a gas station in New Mexico was traced to a stolen card reported by a customer traveling in Europe.,Net
case_0001299,txn_00043190,acct_0001502,2026-03-25,2026-04-14,BUS,988.86,144.81,844.05,126.49,3,8,Confirmed Fraud - Chargeback Filed,A $900 charge in Amsterdam linked to a counterfeit card; associated with a major skimming incident reported by multiple victims.,Recovered
case_0001300,txn_00043207,acct_0004989,2026-03-25,2026-04-13,FPF,46.08,19.72,26.36,1.54,2,4,Fraudulent Transaction - Account Closed,"A cardholder in Italy found a $600 unauthorized charge at a local restaurant in New York, connected to a card reported lost while traveling.",Net
case_0001301,txn_00043238,acct_0001900,2026-03-25,2026-04-12,CNP,287.56,24.87,262.69,41.01,3,3,Fraud Alert - Transaction Declined,"After losing their card in Italy, a customer found a $300 charge at a local cafe in New York flagged as fraudulent.",Recovered
case_0001302,txn_00043295,acct_0001208,2026-02-26,2026-03-13,CTF,205.33,95.51,109.82,64.57,3,9,Suspicious Activity - Temporary Hold Placed,"Uncovered a $1,500 online jewelry purchase in Italy, linked to a scheme involving stolen identities and first-party fraud.",Gross
case_0001303,txn_00043358,acct_0004981,2026-02-26,2026-02-28,FPF,80.73,4.65,76.08,45.73,3,7,Fraud Confirmed - No Chargeback Filed,"A $1,250 skimming incident at a convenience store in Texas was confirmed, leading to the discovery of compromised customer data.",Net
case_0001304,txn_00043487,acct_0001824,2026-02-19,2026-03-02,LST,127.33,47.06,80.27,78.61,3,9,Fraud Suspected - Investigation Ongoing,"Case in Portugal; account takeover allowed scammers to purchase $3,000 worth of luxury watches online.",Gross
case_0001305,txn_00043535,acct_0003681,2026-02-17,2026-03-09,ATO,70.07,16.97,53.1,60.77,1,2,Fraud Review Completed - No Action Needed,"Fraud detected in Russia; $1,000 stolen from a credit card following an account takeover.",Gross
case_0001306,txn_00043567,acct_0001456,2026-01-16,2026-01-29,BUS,73.2,3.96,69.24,11.06,3,9,Fraudulent Transaction - Account Closed,A $750 transaction in Boston identified as fraudulent after customer complaints of a skimming device at a nearby ATM.,Recovered
case_0001307,txn_00043576,acct_0003233,2026-02-20,2026-03-11,CNP,252.28,33.58,218.7,32.14,1,10,Confirmed Fraud - Refund Process Initiated,Fraudulent SIM swap in Canada led to $850 transfer from a victim's bank account; investigation ongoing to trace the source.,Net
case_0001308,txn_00043581,acct_0000874,2026-02-05,2026-02-10,CNP,9.02,4.56,4.46,0.2,3,3,Confirmed Fraud - Refund Process Initiated,"Detected $600 fraudulent charge for vacation rental in Greece, traced back to a cardholder's account compromised during a prior data breach.",Gross
case_0001309,txn_00043583,acct_0002604,2026-03-08,2026-03-21,LST,112.48,42.03,70.45,33.49,0,7,Fraud Review Completed - No Action Needed,"Account takeover in Ohio; $2,500 in unauthorized purchases made using stolen credit card information.",Gross
case_0001310,txn_00043636,acct_0000323,2026-03-14,2026-04-01,CTF,358.04,3.25,354.79,181.88,2,6,Potential Fraud - Customer Contacted,A $750 transaction in Boston identified as fraudulent after customer complaints of a skimming device at a nearby ATM.,Recovered
